20150272,20152319,1970
20152320,20164607,3155
20164608,20165119,4055
20165120,20185087,3155
20185088,20447231,3091
20447232,20461823,398
20461824,20462591,2531
20462592,20471807,398
20471808,20472319,2209
20472320,20472575,398
20472576,20472831,2209
20472832,20473087,398
20473088,20473343,2209
20473344,20473599,398
20473600,20479999,2209
20480000,20512767,3245
20512768,20520959,1809
20520960,20521215,729
20521216,20521727,1809
20521728,20521983,2209
20521984,20528895,1809
20528896,20529151,2204
20529152,20545535,459
20545536,20559871,3655
20559872,20560383,459
20560384,20561407,3655
20561408,20561663,459
20561664,20561919,3655
20561920,20564991,101
20564992,20566015,459
20566016,20567295,101
20567296,20567551,459
20567552,20568063,101
20568064,20568319,459
20568320,20570111,101
20570112,20571135,459
20571136,20572159,101
20572160,20572671,459
20572672,20578303,101
20578304,20584703,2209
20584704,20584959,3765
20584960,20586495,2209
20586496,20586751,3195
20586752,20643839,2209
20643840,20654079,3793
20654080,20654335,3245
20654336,20655871,3793
20655872,20656127,1722
20656128,20664831,3793
20664832,20665343,3245
20665344,20665599,3793
20665600,20665855,837
20665856,20676607,3793
20676608,20701183,2531
20701184,20701695,2209
20701696,20701951,2531
20701952,20702207,2209
20702208,20709375,2531
20709376,20725759,1090
20725760,20742143,2468
20742144,20758527,739
20758528,20774911,459
20774912,20779775,1809
20779776,20780287,2209
20780288,20781311,1809
20781312,20781567,2209
20781568,20785407,1809
20785408,20785663,3292
20785664,20789759,1809
20789760,20790015,3793
20790016,20798719,1809
20798720,20799231,2209
20799232,20800767,1809
20800768,20801023,2209
20801024,20802559,1809
20802560,20803327,2209
20803328,20807679,1809
20807680,20814847,459
20814848,20815103,404
20815104,20817919,459
20817920,20822015,2209
20822016,20824831,459
20824832,20826111,2209
20826112,20826623,459
20826624,20830207,2209
20830208,20830719,459
20830720,20830975,2209
20830976,20831231,459
20831232,20831743,2209
20831744,20831999,459
20832000,20905983,2209
20905984,20908031,101
20908032,20908287,459
20908288,20911103,101
20911104,20912127,459
20912128,20914175,101
20914176,20914431,459
20914432,20922367,2209
20922368,20923391,1795
20923392,20930559,2209
20930560,20931839,3793
20931840,20932095,3245
20932096,20938751,3793
20938752,20940031,2209
20940032,20948991,1809
20948992,20950015,2209
20950016,20950271,1809
20950272,20951551,2209
20951552,20952319,1809
20952320,20952575,2209
20952576,20952831,1809
20952832,20954623,2209
20954624,20955135,1809
20955136,20971519,739
20971520,21102591,2503
21102592,21233663,1644
21233664,21495807,2454
21495808,22020095,1644
22020096,22085631,1329
22085632,22118399,972
22118400,22151167,3827
22151168,22159359,2927
22159360,22167551,652
22167552,22183935,3975
22183936,22193151,3398
22193152,22346751,1329
22346752,22347775,2412
22347776,22364159,1329
22364160,22372351,499
22372352,22384639,652
22384640,22388735,4125
22388736,22544383,1329
22544384,22806527,3045
22806528,23068671,2381
23068672,24117247,3214
24117248,24379391,1644
24379392,24641535,3869
24641536,27262975,2324
27262976,28311551,4115
28311552,28442623,3214
28442624,28540927,2324
28540928,28573695,2330
28573696,28590079,3531
28590080,28591103,2026
28591104,28591615,3531
28591616,28592383,2026
28592384,28592639,3531
28592640,28593151,2026
28593152,28606463,3531
28606464,28608511,2248
28608512,28618751,3531
28618752,28619007,1848
28619008,28620543,3531
28620544,28620799,1848
28620800,28621567,3531
28621568,28621823,1848
28621824,28704767,3531
28704768,28708351,4492
28708352,28708607,432
28708608,28770303,4492
28770304,28819711,3531
28819712,28819967,3968
28819968,28835839,3531
28835840,28889087,1142
28889088,28889343,3492
28889344,28901375,1142
28901376,28925951,590
28925952,28950527,1142
28950528,28966911,3167
28966912,29097983,2459
29097984,29098495,1090
29098496,29100031,2209
29100032,29100287,1090
29100288,29103359,2209
29103360,29103615,1090
29103616,29105919,2209
29105920,29106175,1090
29106176,29106687,3655
29106688,29108223,2209
29108224,29108479,3655
29108480,29110271,2209
29110272,29110527,459
29110528,29111295,2209
29111296,29111551,3655
29111552,29111807,523
29111808,29113343,3655
29113344,29130751,2209
29130752,29131775,3245
29131776,29139967,2209
29139968,29140223,1809
29140224,29140735,2209
29140736,29140991,1809
29140992,29141247,2209
29141248,29141503,1809
29141504,29148159,2209
29148160,29148415,1809
29148416,29150207,2209
29150208,29150719,1809
29150720,29153791,2209
29153792,29154559,1809
29154560,29155327,2209
29155328,29157375,3245
29157376,29160447,2209
29160448,29163519,3245
29163520,29360127,2209
29360128,29431807,2983
29431808,29432063,937
29432064,29455871,2983
29455872,29456127,937
29456128,29458431,2983
29458432,29488383,670
29488384,29488639,679
29488640,29489151,670
29489152,29490175,2983
29490176,29490687,670
29490688,29491199,2983
29491200,29523967,332
29523968,29532159,2587
29532160,29540351,332
29540352,29556735,2954
29556736,29573119,1630
29573120,29582335,1704
29582336,29582591,4004
29582592,29589503,1704
29589504,29605887,843
29605888,29622271,4513
29622272,29651711,4339
29651712,29651967,332
29651968,29652991,4339
29652992,29653247,332
29653248,29671423,4339
29671424,29674495,74
29674496,29674751,4339
29674752,29679615,74
29679616,29685759,4339
29685760,29686271,74
29686272,29687551,4339
29687552,29687807,74
29687808,29691903,3976
29691904,29695999,1663
29696000,29704191,1955
29704192,29712383,4140
29712384,29720575,12
29720576,29728767,1663
29728768,29730815,4110
29730816,29731071,2896
29731072,29735167,4110
29735168,29736959,1663
29736960,29741055,1704
29741056,29745151,2954
29745152,29753343,4140
29753344,29818879,2983
29818880,29822975,4140
29822976,29836287,1630
29836288,29837311,2983
29837312,29840895,1630
29840896,29841407,2983
29841408,29859839,1630
29859840,29860095,728
29860096,29863935,4513
29863936,29869055,1630
29869056,29869567,670
29869568,29870335,1630
29870336,29870591,670
29870592,29871359,1630
29871360,29871615,670
29871616,29875199,1630
29875200,29875455,670
29875456,29884415,1630
29884416,29949951,4115
29949952,30015487,3214
30015488,30045695,4216
30045696,30045951,4434
30045952,30146559,4216
30146560,30171135,3357
30171136,30178047,4329
30178048,30189567,3357
30189568,30189823,2008
30189824,30207999,3357
30208000,30210559,1781
30210560,30212095,3357
30212096,30218751,2607
30218752,30219007,2735
30219008,30244863,2607
30244864,30257151,3357
30257152,30261247,2607
30261248,30269439,1851
30269440,30277631,3357
30277632,30294015,2643
30294016,30302207,1048
30302208,30302463,1236
30302464,30302719,1048
30302720,30304255,1236
30304256,30306303,2643
30306304,30307327,1236
30307328,30310399,2643
30310400,30316543,2172
30316544,30343167,2643
30343168,30375935,4267
30375936,30384127,1048
30384128,30392319,482
30392320,30404607,232
30404608,30405119,3357
30405120,30405375,232
30405376,30408703,3357
30408704,33554431,3214
33554432,34603007,4164
34603008,35127295,617
35127296,35651583,480
35651584,36700159,4362
36700160,36962303,3934
36962304,37224447,1341
37224448,37486591,2186
37486592,37748735,3744
37748736,38273023,1525
38273024,38797311,2364
38797312,39059455,799
39059456,39321599,876
39321600,39583743,67
39583744,39845887,3744
39845888,40370175,480
40370176,40894463,1695
40894464,41418751,4362
41418752,41943039,480
41943040,42205183,1695
42205184,42467327,2364
42467328,42991615,2264
42991616,43253759,2469
43253760,43515903,2371
43515904,43778047,2264
43778048,44040191,4362
44040192,45088767,2372
45088768,46137343,2469
46137344,46661631,4362
46661632,47710207,2372
47710208,48234495,480
48234496,49283071,4362
49283072,49807359,2372
49807360,50331647,1525
50331648,83886079,1990
83886080,83951615,3230
83951616,83959807,2186
83959808,83961855,2264
83961856,83963903,2177
83963904,83965951,3744
83965952,83967999,4162
83968000,83976191,2372
83976192,83978239,4112
83978240,83980287,3079
83980288,83982335,4112
83982336,84017151,2372
84017152,84021247,4362
84021248,84023295,480
84023296,84025343,2264
84025344,84033535,3744
84033536,84037631,298
84037632,84039679,3376
84039680,84041727,2264
84041728,84049919,480
84049920,84082687,3064
84082688,84148223,3744
84148224,84410367,2372
84410368,84434943,3744
84434944,84443135,4362
84443136,84451327,1719
84451328,84457471,3744
84457472,84459519,2264
84459520,84471807,3744
84471808,84473855,3079
84473856,84475903,1303
84475904,84545535,2372
84545536,84549631,480
84549632,84551679,3712
84551680,84557823,2372
84557824,84574207,298
84574208,84576255,4164
84576256,84582399,480
84582400,84590591,2372
84590592,84592639,298
84592640,84594687,2264
84594688,84598783,2372
84598784,84600831,3079
84600832,84602879,480
84602880,84606975,1930
84606976,84609023,3589
84609024,84615167,480
84615168,84617215,4362
84617216,84619263,931
84619264,84621311,2372
84621312,84623359,876
84623360,84627455,3744
84627456,84631551,480
84631552,84639743,4362
84639744,84672511,3376
84672512,84934655,3064
84934656,85196799,3744
85196800,85262335,1857
85262336,85327871,3511
85327872,85360639,2469
85360640,85362687,1341
85362688,85364735,480
85364736,85366783,2372
85366784,85368831,4162
85368832,85377023,2955
85377024,85385215,2469
85385216,85387263,480
85387264,85389311,1525
85389312,85391359,2372
85391360,85393407,298
85393408,85401599,617
85401600,85403647,4362
85403648,85405695,4164
85405696,85407743,3744
85407744,85409791,4035
85409792,85417983,4112
85417984,85422079,3744
85422080,85424127,2469
85424128,85426175,3376
85426176,85458943,506
85458944,85721087,3376
85721088,85723135,1303
85723136,85725183,4362
85725184,85729279,3744
85729280,85731327,2469
85731328,85733375,2372
85733376,85737471,480
85737472,85753855,2372
85753856,85770239,1341
85770240,85786623,2372
85786624,85852159,1341
85852160,86015999,3934
86016000,86018047,2932
86018048,86020095,1742
86020096,86022143,3744
86022144,86024191,480
86024192,86026239,2372
86026240,86028287,373
86028288,86030335,269
86030336,86032383,2372
86032384,86048767,3511
86048768,86114303,1695
86114304,86147071,2364
86147072,86155263,2264
86155264,86157311,931
86157312,86159359,1341
86159360,86161407,2186
86161408,86163455,4362
86163456,86171647,2469
86171648,86173695,2372
86173696,86175743,298
86175744,86177791,2682
86177792,86179839,2827
86179840,86224895,3744
86224896,86226943,298
86226944,86228991,1525
86228992,86231039,506
86231040,86233087,2264
86233088,86235135,3064
86235136,86237183,2264
86237184,86245375,2372
86245376,86376447,3511
86376448,86409215,3934
86409216,86441983,1303
86441984,86474751,4164
86474752,86482943,3647
86482944,86484991,3744
86484992,86487039,298
86487040,86489087,480
86489088,86491135,298
86491136,86493183,1807
86493184,86495231,3744
86495232,86497279,2264
86497280,86499327,298
86499328,86503423,4164
86503424,86505471,2372
86505472,86507519,480
86507520,86573055,2264
86573056,86638591,3064
86638592,86671359,3744
86671360,86673407,480
86673408,86675455,2372
86675456,86677503,4362
86677504,86679551,4164
86679552,86687743,3064
86687744,86695935,3079
86695936,86704127,67
86704128,86720511,799
86720512,86736895,1994
86736896,86745087,3744
86745088,86753279,3647
86753280,86761471,931
86761472,86763519,4162
86763520,86765567,4362
86765568,86767615,3744
86767616,86769663,4362
86769664,86773759,3744
86773760,86777855,480
86777856,86779903,1930
86779904,86786047,3744
86786048,86788095,2371
86788096,86790143,298
86790144,86794239,3376
86794240,86798335,2372
86798336,86802431,4112
86802432,86804479,3712
86804480,86806527,1695
86806528,86810623,3376
86810624,86812671,4164
86812672,86814719,3744
86814720,86816767,1525
86816768,86818815,2682
86818816,86822911,799
86822912,86824959,3589
86824960,86827007,2045
86827008,86831103,480
86831104,86833151,4035
86833152,86835199,480
86835200,86837247,2372
86837248,86839295,2264
86839296,86843391,480
86843392,86843903,3999
86843904,86844159,480
86844160,86847487,3999
86847488,86849535,480
86849536,86851583,4162
86851584,86859775,3744
86859776,86863871,2372
86863872,86867967,2682
86867968,86872063,1434
86872064,86874111,480
86874112,86876159,2371
86876160,86880255,2264
86880256,86882303,2372
86882304,86884351,1719
86884352,86900735,3744
86900736,87031807,3376
87031808,87293951,4164
87293952,87359487,2469
87359488,87361535,2264
87361536,87363583,4162
87363584,87367679,3744
87367680,87375871,2469
87375872,87384063,480
87384064,87386111,3934
87386112,87388159,4112
87388160,87390207,2186
87390208,87392255,3744
87392256,87425023,2932
87425024,87556095,876
87556096,87558143,2264
87558144,87560191,4362
87560192,87562239,2372
87562240,87564287,2186
87564288,87566335,1303
87566336,87568383,4164
87568384,87570431,480
87570432,87572479,2264
87572480,87588863,373
87588864,87590911,480
87590912,87592959,3744
87592960,87597055,1695
87597056,87599103,2264
87599104,87601151,480
87601152,87621631,2372
87621632,87623679,1719
87623680,87625727,3526
87625728,87627775,298
87627776,87629823,2264
87629824,87631871,2469
87631872,87633919,2372
87633920,87635967,1695
87635968,87638015,480
87638016,87640063,2186
87640064,87642111,2955
87642112,87646207,480
87646208,87654399,4164
87654400,87670783,1807
87670784,87672831,2372
87672832,87674879,4112
87674880,87676927,3934
87676928,87678975,3744
87678976,87681023,298
87681024,87683071,3744
87683072,87685119,1525
87685120,87687167,298
87687168,87752703,2186
87752704,87818239,4162
87818240,87883775,1807
87883776,87885823,4362
87885824,87889919,3744
87889920,87891967,2469
87891968,87900159,480
87900160,87902207,2372
87902208,87904255,2469
87904256,87906303,2372
87906304,87908351,4035
87908352,87912447,2932
87912448,87914495,992
87914496,87916543,480
87916544,87932927,2372
87932928,87934975,480
87934976,87939071,2264
87939072,87941119,4362
87941120,87943167,4112
87943168,87945215,3744
87945216,87947263,1303
87947264,87949311,298
87949312,87965695,480
87965696,87967743,2372
87967744,87967999,4362
87968000,87969791,2372
87969792,87973887,3118
87973888,87982079,2372
87982080,88014847,3744
88014848,88016895,1538
88016896,88018943,2469
88018944,88020991,480
88020992,88023039,4164
88023040,88031231,3376
88031232,88047615,2364
88047616,88049663,3744
88049664,88051711,4362
88051712,88053759,480
88053760,88055807,3744
88055808,88057855,542
88057856,88059903,4362
88059904,88061951,2372
88061952,88063999,1807
88064000,88080383,1303
88080384,88604671,480
88604672,88866815,3744
88866816,88932351,2364
88932352,88940543,3744
88940544,88948735,480
88948736,88965119,4362
88965120,88997887,542
88997888,89063423,2372
89063424,89079807,480
89079808,89096191,298
89096192,89128959,3744
89128960,89260031,480
89260032,89325567,67
89325568,89327615,298
89327616,89329663,480
89329664,89331711,2186
89331712,89333759,1695
89333760,89337855,3064
89337856,89339903,2264
89339904,89341951,4035
89341952,89350143,2264
89350144,89352191,480
89352192,89354239,4362
89354240,89356287,3934
89356288,89358335,4362
89358336,89374719,2372
89374720,89382911,480
89382912,89384959,2371
89384960,89387007,4164
89387008,89391103,992
89391104,90439679,4362
90439680,90456063,2372
90456064,90472447,3744
90472448,90476543,2372
90476544,90478591,4164
90478592,90480639,480
90480640,90482687,2288
90482688,90484735,480
90484736,90488831,2371
90488832,90497023,3673
90497024,90499071,298
90499072,90501119,4362
90501120,90503167,480
90503168,90505215,1341
90505216,90529791,3744
90529792,90533887,298
90533888,90540031,3744
90540032,90544127,480
90544128,90546175,3744
90546176,90548223,2372
90548224,90570751,3744
90570752,90578943,4362
90578944,90583039,2469
90583040,90587135,4162
90587136,90589183,1807
90589184,90591231,4164
90591232,90595327,480
90595328,90603519,931
90603520,90605567,2264
90605568,90607615,298
90607616,90609663,4112
90609664,90611711,3744
90611712,90613759,2372
90613760,90615807,480
90615808,90617855,1742
90617856,90619903,480
90619904,90636287,1341
90636288,90701823,1695
90701824,90705919,3376
90705920,90707967,4162
90707968,90710015,4362
90710016,90718207,2186
90718208,90720255,617
90720256,90722303,3079
90722304,90724351,4035
90724352,90726399,4112
90726400,90728447,4164
90728448,90730495,2372
90730496,90734591,298
90734592,90736639,3230
90736640,90738687,298
90738688,90740735,2372
90740736,90742783,298
90742784,90750975,2932
90750976,90753023,4164
90753024,90755071,3744
90755072,90757119,1807
90757120,90759167,3589
90759168,90761215,298
90761216,90763263,2364
90763264,90765311,1341
90765312,90767359,1807
90767360,90832895,2186
90832896,90963967,3064
90963968,91226111,67
91226112,92274687,2469
92274688,92536831,3744
92536832,92602367,298
92602368,92604415,1994
92604416,92606463,1807
92606464,92608511,480
92608512,92610559,931
92610560,92612607,4112
92612608,92614655,480
92614656,92618751,4362
92618752,92619007,298
92619008,92619263,3999
92619264,92619519,298
92619520,92620543,3999
92620544,92620799,298
92620800,92623103,3999
92623104,92623359,298
92623360,92624383,3999
92624384,92624639,298
92624640,92624895,3999
92624896,92625151,298
92625152,92625407,3999
92625408,92625663,298
92625664,92625919,3999
92625920,92626431,298
92626432,92627199,3999
92627200,92628479,298
92628480,92628991,3999
92628992,92629759,298
92629760,92630783,3999
92630784,92631295,298
92631296,92633087,3999
92633088,92633343,298
92633344,92633599,3999
92633600,92633855,298
92633856,92634111,3999
92634112,92634623,298
92634624,92635135,3999
92635136,92643327,1994
92643328,92645375,3712
92645376,92651519,480
92651520,92659711,1525
92659712,92663807,1930
92663808,92665855,480
92665856,92667903,1807
92667904,92669951,506
92669952,92671999,480
92672000,92674047,2372
92674048,92676095,4112
92676096,92680191,2264
92680192,92684287,1930
92684288,92688383,1807
92688384,92690431,542
92690432,92692479,992
92692480,92694527,4164
92694528,92696575,2955
92696576,92698623,2264
92698624,92700671,4362
92700672,92717055,2469
92717056,92719103,1525
92719104,92721151,3230
92721152,92723199,1807
92723200,92725247,3744
92725248,92733439,3230
92733440,92798975,4164
92798976,93323263,3744
93323264,93335551,4112
93335552,93339647,1341
93339648,93343743,3744
93343744,93347839,480
93347840,93356031,3744
93356032,93358079,2469
93358080,93360127,4164
93360128,93362175,2264
93362176,93364223,480
93364224,93368319,4362
93368320,93370367,480
93370368,93372415,4362
93372416,93388799,876
93388800,93415423,4112
93415424,93417471,4162
93417472,93419519,2469
93419520,93421567,4362
93421568,93425663,2372
93425664,93427711,4413
93427712,93429759,2371
93429760,93431807,3744
93431808,93433855,2264
93433856,93437951,2372
93437952,93454335,3744
93454336,93585407,2372
93585408,93626367,480
93626368,93634559,4112
93634560,93650943,1303
93650944,93652991,4112
93652992,93655039,480
93655040,93667327,4112
93667328,93675519,1994
93675520,93679615,3079
93679616,93681663,2028
93681664,93683711,2186
93683712,93685759,3589
93685760,93687807,506
93687808,93689855,3744
93689856,93691903,480
93691904,93693951,1807
93693952,93695999,992
93696000,93700095,4164
93700096,93702143,1807
93702144,93704191,3744
93704192,93708287,2186
93708288,93712383,2372
93712384,93714431,1303
93714432,93749247,480
93749248,93753343,4362
93753344,93755391,992
93755392,93765631,480
93765632,93782015,1525
93782016,93847551,480
93847552,93880319,3712
93880320,93888511,4362
93888512,93890559,1807
93890560,93892607,2264
93892608,93894655,480
93894656,93896703,1990
93896704,93904895,480
93904896,93906943,2045
93906944,93908991,1994
93908992,93911039,4362
93911040,93913087,3934
93913088,93929471,298
93929472,93939711,480
93939712,93941759,2371
93941760,93945855,4112
93945856,93962239,2186
93962240,93972479,480
93972480,93974527,2682
93974528,93976575,4112
93976576,93978623,480
93978624,94175231,3064
94175232,94191615,2682
94191616,94193663,480
94193664,94195711,1742
94195712,94199807,298
94199808,94207999,4362
94208000,94240767,3064
94240768,94257151,799
94257152,94261247,4362
94261248,94263295,2264
94263296,94265343,480
94265344,94273535,3744
94273536,94289919,2372
94289920,94291967,2371
94291968,94294015,4164
94294016,94296063,480
94296064,94298111,2264
94298112,94300159,480
94300160,94302207,3744
94302208,94306303,4164
94306304,94308351,3589
94308352,94310399,2264
94310400,94312447,3712
94312448,94314495,2372
94314496,94316543,298
94316544,94318591,992
94318592,94320639,2469
94320640,94330879,2372
94330880,94337023,3744
94337024,94339071,480
94339072,94355455,2264
94355456,94357503,298
94357504,94361599,480
94361600,94363647,799
94363648,94365695,480
94365696,94367743,1303
94367744,94369791,2264
94369792,94371839,3376
94371840,94502911,2469
94502912,94568447,3511
94568448,94633983,3064
94633984,94896127,3744
94896128,95158271,4362
95158272,95166463,3744
95166464,95168511,2955
95168512,95170559,298
95170560,95174655,480
95174656,95191039,4362
95191040,95195135,4112
95195136,95197183,799
95197184,95203327,480
95203328,95205375,4164
95205376,95207423,1807
95207424,95211519,876
95211520,95213567,4362
95213568,95215615,298
95215616,95354879,1807
95354880,95363071,2372
95363072,95365119,4362
95365120,95367167,2264
95367168,95369215,4362
95369216,95371263,480
95371264,95375359,4362
95375360,95377407,298
95377408,95387647,3744
95387648,95420415,2372
95420416,95551487,3376
95551488,95555583,1930
95555584,95557631,480
95557632,95559679,3744
95559680,95561727,298
95561728,95563775,4362
95563776,95567871,1647
95567872,95569919,298
95569920,95571967,1525
95571968,95574015,3744
95574016,95576063,4362
95576064,95580159,480
95580160,95582207,298
95582208,95584255,4362
95584256,95617023,3712
95617024,95625215,2045
95625216,95635455,992
95635456,95637503,480
95637504,95641599,1695
95641600,95645695,480
95645696,95647743,1525
95647744,95649791,4164
95649792,95666175,4362
95666176,95668223,4164
95668224,95682559,2372
95682560,95944703,2186
95944704,96075775,1807
96075776,96141311,2372
96141312,96143359,2264
96143360,96145407,3712
96145408,96149503,480
96149504,96151551,2264
96151552,96153599,3744
96153600,96155647,1807
96155648,96157695,4112
96157696,96165887,3744
96165888,96174079,4164
96174080,96206847,1303
96206848,96337919,3744
96337920,96403455,2469
96403456,96468991,1930
96468992,96731135,3064
96731136,96796671,2372
96796672,96862207,1930
96862208,96894975,480
96894976,96897023,4162
96897024,96899071,480
96899072,96903167,3589
96903168,96911359,2469
96911360,96919551,4164
96919552,96923647,4362
96923648,96925695,1434
96925696,96927743,2899
96927744,96960511,480
96960512,96964607,2372
96964608,96968703,298
96968704,96972799,1857
96972800,96974847,2372
96974848,96985087,3744
96985088,96987135,2264
96987136,96989183,2186
96989184,96993279,2372
96993280,97001471,298
97001472,97009663,3744
97009664,97058815,2469
97058816,97091583,1807
97091584,97189887,2469
97189888,97255423,876
97255424,97320959,1303
97320960,97386495,2264
97386496,97419263,3744
97419264,97435647,1303
97435648,97437695,1695
97437696,97439743,3589
97439744,97443839,298
97443840,97445887,799
97445888,97447935,2955
97447936,97452031,1807
97452032,97517567,2186
97517568,98566143,2469
98566144,98697215,298
98697216,98701311,4164
98701312,98705407,2264
98705408,98707455,1525
98707456,98709503,298
98709504,98711551,2469
98711552,98713599,480
98713600,98732031,1807
98732032,98734079,480
98734080,98736127,4112
98736128,98738175,3744
98738176,98740223,2371
98740224,98742271,2264
98742272,98744319,480
98744320,98746367,2264
98746368,98762751,3376
98762752,98893823,3744
98893824,98959359,3376
98959360,99090431,2372
99090432,99614719,2469
99614720,99876863,1525
99876864,100139007,67
100139008,100204543,2186
100204544,100237311,799
100237312,100245503,4362
100245504,100247551,1525
100247552,100249599,4112
100249600,100253695,1742
100253696,100261887,3744
100261888,100270079,2371
100270080,100302847,2469
100302848,100311039,2364
100311040,100313087,4035
100313088,100315135,3744
100315136,100319231,480
100319232,100327423,1930
100327424,100329471,1525
100329472,100331519,3744
100331520,100335615,3376
100335616,100401151,2364
100401152,100403199,3999
100403200,100403455,2372
100403456,100404223,3999
100404224,100404479,2372
100404480,100406015,3999
100406016,100406271,2372
100406272,100408319,3999
100408320,100408575,2372
100408576,100409087,3999
100409088,100409343,2372
100409344,100409855,3999
100409856,100410367,2372
100410368,100411135,3999
100411136,100411391,2372
100411392,100411903,3999
100411904,100412159,2372
100412160,100413695,3999
100413696,100413951,2372
100413952,100415999,3999
100416000,100416255,2372
100416256,100417791,3999
100417792,100418047,2372
100418048,100420351,3999
100420352,100420607,2372
100420608,100421887,3999
100421888,100422143,2372
100422144,100423167,3999
100423168,100423423,2372
100423424,100424191,3999
100424192,100424447,2372
100424448,100424703,3999
100424704,100425215,2372
100425216,100425727,3999
100425728,100425983,2372
100425984,100426495,3999
100426496,100427007,2372
100427008,100428031,3999
100428032,100428287,2372
100428288,100428543,3999
100428544,100428799,2372
100428800,100429311,3999
100429312,100429823,2372
100429824,100434687,3999
100434688,100434943,2372
100434944,100439039,3999
100439040,100439295,2372
100439296,100440063,3999
100440064,100440319,2372
100440320,100441087,3999
100441088,100441599,2372
100441600,100442367,3999
100442368,100442623,2372
100442624,100444159,3999
100444160,100444671,2372
100444672,100446463,3999
100446464,100446719,2372
100446720,100448255,3999
100448256,100448511,2372
100448512,100449791,3999
100449792,100450047,2372
100450048,100450303,3999
100450304,100450559,2372
100450560,100451583,3999
100451584,100452095,2372
100452096,100453631,3999
100453632,100453887,2372
100453888,100454399,3999
100454400,100454655,2372
100454656,100457727,3999
100457728,100457983,2372
100457984,100458239,3999
100458240,100459007,2372
100459008,100459263,3999
100459264,100459519,2372
100459520,100459775,3999
100459776,100460287,2372
100460288,100462847,3999
100462848,100463103,2372
100463104,100463359,3999
100463360,100463615,2372
100463616,100464639,3999
100464640,100465151,2372
100465152,100466687,3999
100466688,100467199,2372
100467200,100469503,3999
100469504,100469759,2372
100469760,100471039,3999
100471040,100471295,2372
100471296,100472575,3999
100472576,100473087,2372
100473088,100475903,3999
100475904,100476159,2372
100476160,100477951,3999
100477952,100478207,2372
100478208,100479743,3999
100479744,100479999,2372
100480000,100480511,3999
100480512,100480767,2372
100480768,100481535,3999
100481536,100481791,2372
100481792,100484607,3999
100484608,100484863,2372
100484864,100485887,3999
100485888,100486143,2372
100486144,100486655,3999
100486656,100486911,2372
100486912,100487423,3999
100487424,100487679,2372
100487680,100488447,3999
100488448,100488703,2372
100488704,100489727,3999
100489728,100489983,2372
100489984,100490495,3999
100490496,100490751,2372
100490752,100492031,3999
100492032,100492287,2372
100492288,100492799,3999
100492800,100493055,2372
